name,"Country of Origin","Unit of Quantity",Product description,product_code
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting Forceps, ""Dolphin Nose"", rotating with connector pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 DN Forceps Insert",33456DN
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, single action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 DY Forceps Insert",33456DY
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, with connector pin for unipolar coagulation, atraumatic, double action jaws, size 5 mm, length 43 cm, consisting of: 33156 Plastic Handle, with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 DYD Forceps Insert",33456DYD
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, double action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 FG Forceps Insert",33456FG
CLICKLINE Claw Forceps,DE,pc,"CLICKLINE Claw Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, 2x3 teeth, single action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 FM Forceps Insert",33456FM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, with 2x4 teeth, double action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 G Forceps Insert",33456G
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting- and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length ""43 cm, """"alligator jaws"""", double action"" jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 HM Forceps Insert",33456HM
CLICKLINE REDDICK-OLSEN Grasp. Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 KJ Forceps Insert",33456KJ
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, atraumatic, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, hollow jaws, single action jaws, consisting of: 33156 Plastic handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 LF Forceps Insert",33456LF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, atraumatic, rotating, with connector pin for unipolar coagulation, hollow jaws double action jaws, length 43 cm, size 5 mm, consisting of: 33156 Metal Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 LFD Forceps Insert",33456LFD
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 MD Forceps Insert",33456MD
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, jaws with multiple teeth, width of jaws 4,8 mm, single action jaws, consisting of: 33156 Plastic-Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 ME Forceps Insert",33456ME
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, ""Tiger-jaws"", 2x4 teeth, single action jaws, consisting of: 33156 PLastic-Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 MG Forceps Insert",33456MG
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, long, double action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 ML Forceps Insert",33456ML
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, with slender, long and curved jaws, single action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 MM Forceps Insert",33456MM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, fenestrated, slender, single action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 MN Forceps Insert",33456MN
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, ""duck-bill jaws"", size 5 mm, length 43 cm, length of jaws 15 mm, blunt, single action jaws, consisting of: 33156 Plastic-Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 MR Forceps Insert",33456MR
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, ""duck-bill jaws"", size 5 mm, length 43 cm, length of jaws 10 mm, blunt, single action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 MS Forceps Insert",33456MS
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, ""duck-bill jaws"", size 5 mm, length 43 cm, length of jaws 15 mm, blunt, single action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 MT Forceps Insert",33456MT
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, length of jaws 10 mm, conical, blunt, single action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 MV Forceps Insert",33456MV
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, fenestrated, single action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 ON Forceps Insert",33456ON
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, right angled, double action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 R Forceps Insert",33456R
CLICKLINE REDDICK-OLSEN Grasp. Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, heavy, double action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 UL Forceps Insert",33456UL
CLICKLINE Mesoovarian Forceps,DE,pc,"CLICKLINE VANCAILLIE Meso- ovarian Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 VA Forceps Insert",33456VA
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, atraumatic, double action jaws, size 5 mm, length 43 cm, consisting of: 33156 Plastic Handle with disengageable ratchet, with larger contact area 33400 Outer Tube, insulated 33410 WTD Forceps Insert",33456WTD
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, fenestrated, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 A Forceps Insert",33461A
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, fenestrated, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 AF Forceps Insert",33461AF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, distal end serrated, slender, long jaw reservoir, size 5 mm, length 43 cm, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 AK Forceps Insert",33461AK
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, size 5 mm, length 43 cm, single action jaws, atraumatic, with multiple teeth, fenestrated, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 BA Forceps Insert",33461BA
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, with multiple teeth, fenestrated, long, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 BB Forceps Insert",33461BB
CLICKLINE Bowel Grasper,DE,pc,"CLICKLINE Bowel Grasper, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, fenestrated, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 C Forceps Insert",33461C
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, fenestrated, curved, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 CC Forceps Insert",33461CC
CLICKLINE Bowel Grasper,DE,pc,"CLICKLINE Bowel Grasper, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, fenestrated, short, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 CK Forceps Insert",33461CK
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, size 5 mm, length 43 cm, fenestrated, long, single action jaws, consisting of: 33161 Metal Handle without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 CL Forceps Insert",33461CL
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, size 5 mm, length 43 cm, atraumatic, double spoon, with multiple teeth, double action jaws, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 D Forceps Insert",33461D
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DF Forceps Insert",33461DF
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, with connector pin for unipolar coagulation, size 5 mm, length 43 cm, with narrow and curved jaws, atraumatic,double action jaws, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 DK Forceps Insert",33461DK
CLICKLINE Dissecting and Grasp. Forceps,DE,pc,"CLICKLINE Dissecting Forceps, ""Dolphin Nose"", rotating, dismantling, without connector pin for unipolar coagulation, size 5 mm, length 43 cm, atraumatic, double action jaws, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 DN Forceps Insert",33461DN
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DY Forceps Insert",33461DY
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DYD Forceps Insert",33461DYD
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 FG Forceps Insert",33461FG
CLICKLINE Claw Forceps,DE,pc,"CLICKLINE Claw Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, 2 x 3 teeth, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 FM Forceps Insert",33461FM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, 2 x 4 teeth, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 G Forceps Insert",33461G
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting- and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, size 5 mm, length 43 cm, double action jaws, ""alligator jaws"", consisting of: 33161 Metall Handle, without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 HM Forceps Insert",33461HM
CLICKLINE REDDICK-OLSEN Grasping Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 KJ Forceps Insert",33461KJ
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, hollow jaws, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 LF Forceps Insert",33461LF
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, hollow jaws, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 LFD Forceps Insert",33461LFD
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MD Forceps Insert",33461MD
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, with multiple teeth, width of jaws 4.8 mm, for atraumatic and accurate grasping, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 ME Forceps Insert",33461ME
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MANHES Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, size 5 mm, length 43 cm, single action jaws, ""Tiger-jaws"", 2 x 4 Z�hne, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 MG Zangeneinsatz",33461MG
CLICKLINE KELLY Grasping Forceps,DE,pc,"CLICKLINE KELLY Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, long, size 5 mm, length 43 cm, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 ML Forceps Insert",33461ML
CLICKLINE Dissecting Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, slender and curved jaws, large reservoir, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MM Forceps Insert",33461MM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, slender, atraumatic, fenestrated, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MN Forceps Insert",33461MN
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, size 5 mm, length 43 cm, duck-bill jaws length 15 mm, blunt, single action jaws, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 MR Forceps Insert",33461MR
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, ""duckbill jaws"", rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, blunt, specially designed for extended clinching of tissue to effect mechanical hemostasis, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MS Forceps Insert",33461MS
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, ""duckbill jaws"", rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, blunt, specially designed for partial clinching of tissue to effect mechanical hemostasis, size 5 mm, length 43 cm, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MT Forceps Insert",33461MT
CLICKLINE MANHES Grasping Forceps,DE,pc,"CLICKLINE MANHES Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, conical, blunt, specially designed for extended clinching of tissue to effect mechanical hemostasis, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 MV Forceps Insert",33461MV
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, with especially fine atraumatic serration, fenestrated, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 ON Forceps Insert",33461ON
CLICKLINE Dissecting Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, right-angled jaws, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 R Forceps Insert",33461R
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE REDDICK-OLSEN Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, robust, size 5 mm, length 43 cm consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 UL Forceps Insert",33461UL
CLICKLINE SAWALHE Ovary Grasp. Forceps,DE,pc,"CLICKLINE SAWALHE Tissue Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 UM Forceps Insert",33461UM
CLICKLINE Mesoovarian Forceps,DE,pc,"CLICKLINE VANCAILLIE Meso- ovarian Forceps, rotating, size 5 mm, length 43 cm, double action jaws, consisting of: 33161 Metal Handle, without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 VA Forceps Insert",33461VA
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, with connector pin for unipolar coagulation, atraumatic, double action jaws, size 5 mm, length 43 cm, consisting of: 33161 Metal Handle without ratchet, with larger contact area 33400 Outer Tube, insulated 33410 WTD Forceps Insert",33461WTD
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, fenestrated, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 A Forceps Insert",33462A
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, fenestrated, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 AF Forceps Insert",33462AF
CLICKLINE MOURET Grasping Forceps,DE,pc,"CLICKLINE MOURET Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, distal end serrated, slender, long jaw reservoir, size 5 mm, length 43 cm, consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 AK Forceps Insert",33462AK
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, with multiple teeth, fenestrated, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 BA Forceps Insert",33462BA
CLICKLINE BABCOCK Grasping Forceps,DE,pc,"CLICKLINE BABCOCK Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, with multiple teeth, fenestrated, long, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 BB Forceps Insert",33462BB
CLICKLINE Bowel Grasper,DE,pc,"CLICKLINE Bowel Grasper, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, fenestrated, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 C Forceps Insert",33462C
CLICKLINE CROCE-OLMI Grasping Forceps,DE,pc,"CLICKLINE CROCE-OLMI Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, fenestrated, curved, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 CC Forceps Insert",33462CC
CLICKLINE Bowel Grasper,DE,pc,"CLICKLINE Bowel Grasper, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, fenestrated, short, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 CK Forceps Insert",33462CK
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DF Forceps Insert",33462DF
CLICKLINE Dissecting Forceps,DE,pc,"CLICKLINE Dissecting and Grasping Forceps, ""dolphin nose"", rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DN Forceps Insert",33462DN
CLICKLINE DeBAKEY Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DY Forceps Insert",33462DY
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE DeBAKEY Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 DYD Forceps Insert",33462DYD
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, atraumatic, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 FG Forceps Insert",33462FG
CLICKLINE Claw Forceps,DE,pc,"CLICKLINE Claw Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, single action jaws, 2 x 3 teeth, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 FM Forceps Insert",33462FM
CLICKLINE Grasping Forceps,DE,pc,"CLICKLINE Grasping Forceps, rotating, dismantling, without connector pin for unipolar coagulation, with LUER-Lock irrigation connector for cleaning, double action jaws, 2 x 4 teeth, size 5 mm, length 43 cm consisting of: 33162 Metal Handle, with MANHES style ratchet, with larger contact area 33400 Metal Outer Sheath, insulated 33410 G Forceps Insert",33462G
